edge_id,n_from,n_to,thickness
1,1,2,1
2,1,18,1
3,2,3,1
4,2,19,1
5,3,4,1
6,3,20,1
7,4,5,1
8,4,21,1
9,5,6,1
10,5,22,1
11,6,7,1
12,6,23,1
13,7,8,1
14,7,24,1
15,8,9,1
16,8,25,1
17,9,10,1
18,9,26,1
19,10,11,1
20,10,27,1
21,11,12,1
22,11,28,1
23,12,13,1
24,12,29,1
25,13,14,1
26,13,30,1
27,14,15,1
28,14,31,1
29,15,16,1
30,15,32,1
31,17,18,1
32,18,19,1
33,18,33,1
34,19,20,1
35,19,34,1
36,20,21,1
37,20,35,1
38,21,22,1
39,21,36,1
40,22,23,1
41,22,37,1
42,23,24,1
43,23,38,1
44,24,25,1
45,24,39,1
46,25,26,1
47,25,40,1
48,26,27,1
49,26,41,1
50,27,28,1
51,27,42,1
52,28,29,1
53,28,43,1
54,29,30,1
55,29,44,1
56,30,31,1
57,30,45,1
58,31,32,1
59,31,46,1
60,32,47,1
61,33,34,1
62,33,50,1
63,34,35,1
64,34,51,1
65,35,36,1
66,35,52,1
67,36,37,1
68,36,53,1
69,37,38,1
70,37,54,1
71,38,39,1
72,38,55,1
73,39,40,1
74,39,56,1
75,40,41,1
76,40,57,1
77,41,42,1
78,41,58,1
79,42,43,1
80,42,59,1
81,43,44,1
82,43,60,1
83,44,45,1
84,44,61,1
85,45,46,1
86,45,62,1
87,46,47,1
88,46,63,1
89,47,48,1
90,47,64,1
91,49,50,1
92,50,51,1
93,50,65,1
94,51,52,1
95,51,66,1
96,52,53,1
97,52,67,1
98,53,54,1
99,53,68,1
100,54,55,1
101,54,69,1
102,55,56,1
103,55,70,1
104,56,57,1
105,56,71,1
106,57,58,1
107,57,72,1
108,58,59,1
109,58,73,1
110,59,60,1
111,59,74,1
112,60,61,1
113,60,75,1
114,61,62,1
115,61,76,1
116,62,63,1
117,62,77,1
118,63,64,1
119,63,78,1
120,64,79,1
121,65,66,1
122,65,82,1
123,66,67,1
124,66,83,1
125,67,68,1
126,67,84,1
127,68,69,1
128,68,85,1
129,69,70,1
130,69,86,1
131,70,71,1
132,70,87,1
133,71,72,1
134,71,88,1
135,72,73,1
136,72,89,1
137,73,74,1
138,73,90,1
139,74,75,1
140,74,91,1
141,75,76,1
142,75,92,1
143,76,77,1
144,76,93,1
145,77,78,1
146,77,94,1
147,78,79,1
148,78,95,1
149,79,80,1
150,79,96,1
151,81,82,1
152,82,83,1
153,82,97,1
154,83,84,1
155,83,98,1
156,84,85,1
157,84,99,1
158,85,86,1
159,85,100,1
160,86,87,1
161,86,101,1
162,87,88,1
163,87,102,1
164,88,89,1
165,88,103,1
166,89,90,1
167,89,104,1
168,90,91,1
169,90,105,1
170,91,92,1
171,91,106,1
172,92,93,1
173,92,107,1
174,93,94,1
175,93,108,1
176,94,95,1
177,94,109,1
178,95,96,1
179,95,110,1
180,96,111,1
181,97,98,1
182,97,114,1
183,98,99,1
184,98,115,1
185,99,100,1
186,99,116,1
187,100,101,1
188,100,117,1
189,101,102,1
190,101,118,1
191,102,103,1
192,102,119,1
193,103,104,1
194,103,120,1
195,104,105,1
196,104,121,1
197,105,106,1
198,105,122,1
199,106,107,1
200,106,123,1
201,107,108,1
202,107,124,1
203,108,109,1
204,108,125,1
205,109,110,1
206,109,126,1
207,110,111,1
208,110,127,1
209,111,112,1
210,111,128,1
211,113,114,1
212,114,115,1
213,114,129,1
214,115,116,1
215,115,130,1
216,116,117,1
217,116,131,1
218,117,118,1
219,117,132,1
220,118,119,1
221,118,133,1
222,119,120,1
223,119,134,1
224,120,121,1
225,120,135,1
226,121,122,1
227,121,136,1
228,122,123,1
229,122,137,1
230,123,124,1
231,123,138,1
232,124,125,1
233,124,139,1
234,125,126,1
235,125,140,1
236,126,127,1
237,126,141,1
238,127,128,1
239,127,142,1
240,128,143,1
241,129,130,1
242,130,131,1
243,131,132,1
244,132,133,1
245,133,134,1
246,134,135,1
247,135,136,1
248,136,137,1
249,137,138,1
250,138,139,1
251,139,140,1
252,140,141,1
253,141,142,1
254,142,143,1
255,143,144,1
